"RFRUN","RFSEQ","RFFILE","RFFORMAT","RFFLDNAME","RFFLDVAL","RFDBFILE","RFDBFIELD"
529,71,"BF2300D","SFL","SRTOHLD","0023","",""
529,71,"BF2300D","SFL","STURN","0230","",""
529,72,"BF2300D","SFL","*KEY","ENT","",""
529,72,"BF2300D","SFL","SBUD","0695300","",""
529,72,"BF2300D","SFL","SINV0","0667388","",""
529,72,"BF2300D","SFL","SINV1","0667388","",""
529,72,"BF2300D","SFL","SINV2","0667388","",""
529,72,"BF2300D","SFL","SINV3","0694108","",""
529,72,"BF2300D","SFL","SINV4","0667283","",""
529,72,"BF2300D","SFL","SINV5","0675022","",""
529,72,"BF2300D","SFL","SRTOHLD","0032","",""
529,72,"BF2300D","SFL","STURN","0162","",""
529,73,"BF2300D","SFL","*KEY","ENT","",""
529,73,"BF2300D","SFL","SBUD","0538800","",""
529,73,"BF2300D","SFL","SINV0","0556903","",""
529,73,"BF2300D","SFL","SINV1","0556903","",""
529,73,"BF2300D","SFL","SINV2","0556903","",""
529,73,"BF2300D","SFL","SINV3","0565499","",""
529,73,"BF2300D","SFL","SINV4","0581405","",""
529,73,"BF2300D","SFL","SINV5","0633026","",""
529,73,"BF2300D","SFL","SRTOHLD","0034","",""
529,73,"BF2300D","SFL","STURN","0154","",""
529,74,"BF2300D","SFL","*KEY","ENT","",""
529,74,"BF2300D","SFL","SBUD","0629800","",""
529,74,"BF2300D","SFL","SINV0","0629216","",""
529,74,"BF2300D","SFL","SINV1","0629216","",""
529,74,"BF2300D","SFL","SINV2","0629216","",""
529,74,"BF2300D","SFL","SINV3","0608434","",""
529,74,"BF2300D","SFL","SINV4","0605111","",""
529,74,"BF2300D","SFL","SINV5","0589705","",""
529,74,"BF2300D","SFL","SRTOHLD","0037","",""
529,74,"BF2300D","SFL","STURN","0139","",""
529,75,"BF2300D","SFL","*KEY","ENT","",""
529,75,"BF2300D","SFL","SBUD","0482700","",""
529,75,"BF2300D","SFL","SINV0","0493149","",""
529,75,"BF2300D","SFL","SINV1","0493149","",""
529,75,"BF2300D","SFL","SINV2","0493149","",""
529,75,"BF2300D","SFL","SINV3","0446925","",""
529,75,"BF2300D","SFL","SINV4","0454534","",""
529,75,"BF2300D","SFL","SINV5","0479486","",""
529,75,"BF2300D","SFL","SRTOHLD","0036","",""
529,75,"BF2300D","SFL","STURN","0143","",""
529,76,"BF2300D","SFL","*KEY","ENT","",""
529,76,"BF2300D","SFL","SBUD","0524400","",""
529,76,"BF2300D","SFL","SINV0","0601395","",""
529,76,"BF2300D","SFL","SINV1","0601395","",""
529,76,"BF2300D","SFL","SINV2","0601395","",""
529,76,"BF2300D","SFL","SINV3","0605232","",""
529,76,"BF2300D","SFL","SINV4","0581112","",""
529,76,"BF2300D","SFL","SINV5","0608392","",""
529,76,"BF2300D","SFL","SRTOHLD","0062","",""
529,76,"BF2300D","SFL","STURN","0084","",""
529,77,"BF2300D","SFL","*KEY","ENT","",""
529,77,"BF2300D","SFL","SBUD","0495700","",""
529,77,"BF2300D","SFL","SINV0","0452251","",""
529,77,"BF2300D","SFL","SINV1","0452251","",""
529,77,"BF2300D","SFL","SINV2","0452251","",""
529,77,"BF2300D","SFL","SINV3","0445304","",""
529,77,"BF2300D","SFL","SINV4","0441701","",""
529,77,"BF2300D","SFL","SINV5","0424839","",""
529,77,"BF2300D","SFL","SRTOHLD","0053","",""
529,77,"BF2300D","SFL","STURN","0099","",""
529,78,"BF2300D","SFL","*KEY","ENT","",""
529,78,"BF2300D","SFL","SBUD","0412900","",""
529,78,"BF2300D","SFL","SINV0","0443661","",""
529,78,"BF2300D","SFL","SINV1","0443661","",""
529,78,"BF2300D","SFL","SINV2","0443661","",""
529,78,"BF2300D","SFL","SINV3","0433006","",""
529,78,"BF2300D","SFL","SINV4","0444024","",""
529,78,"BF2300D","SFL","SINV5","0446728","",""
529,78,"BF2300D","SFL","SRTOHLD","0053","",""
529,78,"BF2300D","SFL","STURN","0099","",""
529,79,"BF2300D","SFL","*KEY","ENT","",""
529,79,"BF2300D","SFL","SBUD","0458800","",""
529,79,"BF2300D","SFL","SINV0","0417998","",""
529,79,"BF2300D","SFL","SINV1","0417998","",""
529,79,"BF2300D","SFL","SINV2","0417998","",""
529,79,"BF2300D","SFL","SINV3","0458811","",""
529,79,"BF2300D","SFL","SINV4","0456805","",""
529,79,"BF2300D","SFL","SINV5","0476744","",""
529,79,"BF2300D","SFL","SRTOHLD","0046","",""
529,79,"BF2300D","SFL","STURN","0114","",""
529,80,"BF2300D","SFL","*KEY","ENT","",""
529,80,"BF2300D","SFL","SBUD","0688200","",""
529,80,"BF2300D","SFL","SINV0","0618108","",""
529,80,"BF2300D","SFL","SINV1","0618108","",""
529,80,"BF2300D","SFL","SINV2","0618108","",""
529,80,"BF2300D","SFL","SINV3","0545658","",""
529,80,"BF2300D","SFL","SINV4","0647189","",""
529,80,"BF2300D","SFL","SINV5","0610158","",""
529,80,"BF2300D","SFL","SRTOHLD","0039","",""
529,80,"BF2300D","SFL","STURN","0135","",""
529,81,"BF2300D","SFL","*KEY","ENT","",""
529,81,"BF2300D","SFL","SBUD","0529800","",""
529,81,"BF2300D","SFL","SINV0","0573251","",""
529,81,"BF2300D","SFL","SINV1","0573251","",""
529,81,"BF2300D","SFL","SINV2","0573251","",""
529,81,"BF2300D","SFL","SINV3","0576145","",""
529,81,"BF2300D","SFL","SINV4","0575609","",""
529,81,"BF2300D","SFL","SINV5","0576225","",""
529,81,"BF2300D","SFL","SRTOHLD","0051","",""
529,81,"BF2300D","SFL","STURN","0101","",""
529,82,"BF2300D","SFL","*KEY","ENT","",""
529,82,"BF2300D","SFL","SBUD","0637100","",""
529,82,"BF2300D","SFL","SINV0","0595614","",""
529,82,"BF2300D","SFL","SINV1","0595614","",""
529,82,"BF2300D","SFL","SINV2","0595614","",""
529,82,"BF2300D","SFL","SINV3","0584152","",""
529,82,"BF2300D","SFL","SINV4","0592639","",""
529,82,"BF2300D","SFL","SINV5","0600740","",""
529,82,"BF2300D","SFL","SRTOHLD","0029","",""
529,82,"BF2300D","SFL","STURN","0182","",""
529,83,"BF2300D","SFL","*KEY","ENT","",""
529,83,"BF2300D","SFL","SBUD","0506500","",""
529,83,"BF2300D","SFL","SINV0","0524343","",""
529,83,"BF2300D","SFL","SINV1","0524343","",""
529,83,"BF2300D","SFL","SINV2","0524343","",""
529,83,"BF2300D","SFL","SINV3","0540067","",""
529,83,"BF2300D","SFL","SINV4","0527996","",""
529,83,"BF2300D","SFL","SINV5","0557896","",""
529,83,"BF2300D","SFL","SRTOHLD","0035","",""
529,83,"BF2300D","SFL","STURN","0148","",""
529,84,"BF2300D","SFL","*KEY","ENT","",""
529,84,"BF2300D","SFL","SBUD","0560200","",""
529,84,"BF2300D","SFL","SINV0","0551403","",""
529,84,"BF2300D","SFL","SINV1","0551403","",""
529,84,"BF2300D","SFL","SINV2","0551403","",""
529,84,"BF2300D","SFL","SINV3","0544813","",""
529,84,"BF2300D","SFL","SINV4","0577817","",""
529,84,"BF2300D","SFL","SINV5","0600511","",""
529,84,"BF2300D","SFL","SRTOHLD","0050","",""
529,84,"BF2300D","SFL","STURN","0104","",""
529,85,"BF2300D","SFL","*KEY","ENT","",""
529,85,"BF2300D","SFL","SBUD","0624700","",""
529,85,"BF2300D","SFL","SINV0","0616976","",""
529,85,"BF2300D","SFL","SINV1","0616976","",""
529,85,"BF2300D","SFL","SINV2","0616976","",""
529,85,"BF2300D","SFL","SINV3","0615750","",""
529,85,"BF2300D","SFL","SINV4","0611664","",""
529,85,"BF2300D","SFL","SINV5","0653868","",""
529,85,"BF2300D","SFL","SRTOHLD","0028","",""
529,85,"BF2300D","SFL","STURN","0185","",""
529,86,"BF2300D","SFL","*KEY","ENT","",""
529,86,"BF2300D","SFL","SBUD","0518800","",""
529,86,"BF2300D","SFL","SINV0","0541693","",""
529,86,"BF2300D","SFL","SINV1","0541693","",""
529,86,"BF2300D","SFL","SINV2","0541693","",""
529,86,"BF2300D","SFL","SINV3","0563086","",""
529,86,"BF2300D","SFL","SINV4","0562928","",""
529,86,"BF2300D","SFL","SINV5","0573419","",""
529,86,"BF2300D","SFL","SRTOHLD","0028","",""
529,86,"BF2300D","SFL","STURN","0183","",""
529,87,"BF2300D","SFL","*KEY","ENT","",""
529,87,"BF2300D","SFL","SBUD","0544200","",""
529,87,"BF2300D","SFL","SINV0","0586948","",""
529,87,"BF2300D","SFL","SINV1","0586948","",""
529,87,"BF2300D","SFL","SINV2","0586948","",""
529,87,"BF2300D","SFL","SINV3","0581094","",""
529,87,"BF2300D","SFL","SINV4","0541593","",""
529,87,"BF2300D","SFL","SINV5","0572532","",""
529,87,"BF2300D","SFL","SRTOHLD","0059","",""
529,87,"BF2300D","SFL","STURN","0088","",""
529,88,"BF2300D","SFL","*KEY","ENT","",""
529,88,"BF2300D","SFL","SBUD","0534000","",""
529,88,"BF2300D","SFL","SINV0","0601676","",""
529,88,"BF2300D","SFL","SINV1","0601676","",""
529,88,"BF2300D","SFL","SINV2","0601676","",""
529,88,"BF2300D","SFL","SINV3","0580010","",""
529,88,"BF2300D","SFL","SINV4","0580684","",""
529,88,"BF2300D","SFL","SINV5","0578486","",""
529,88,"BF2300D","SFL","SRTOHLD","0042","",""
529,88,"BF2300D","SFL","STURN","0125","",""
529,89,"BF2300D","SFL","*KEY","ENT","",""
529,90,"BF2300D","CTL","*KEY","F11","",""
529,90,"BF2300D","CTL","DSPREC","001","",""
529,90,"BF2300D","CTL","FLD","PGMNAM","",""
529,90,"BF2300D","CTL","POS","0001","",""
529,90,"BF2300D","CTL","RCD","CTL","",""
529,91,"BF2300D","SFL","*KEY","F11","",""
529,91,"BF2300D","SFL","SBUD","0498000","",""
529,91,"BF2300D","SFL","SINV0","0498092","",""
529,91,"BF2300D","SFL","SINV1","0498092","",""
529,91,"BF2300D","SFL","SINV2","0498092","",""
529,91,"BF2300D","SFL","SINV3","0507830","",""
529,91,"BF2300D","SFL","SINV4","0562722","",""
529,91,"BF2300D","SFL","SINV5","0594897","",""
529,91,"BF2300D","SFL","SRTOHLD","0018","",""
529,91,"BF2300D","SFL","STURN","0291","",""
529,92,"BF2300D","SFL","*KEY","F11","",""
529,92,"BF2300D","SFL","SBUD","0597800","",""
529,92,"BF2300D","SFL","SINV0","0570780","",""
529,92,"BF2300D","SFL","SINV1","0570780","",""
529,92,"BF2300D","SFL","SINV2","0570780","",""
529,92,"BF2300D","SFL","SINV3","0580879","",""
529,92,"BF2300D","SFL","SINV4","0622129","",""
529,92,"BF2300D","SFL","SINV5","0669543","",""
529,92,"BF2300D","SFL","SRTOHLD","0023","",""
529,92,"BF2300D","SFL","STURN","0230","",""
529,93,"BF2300D","SFL","*KEY","F11","",""
529,93,"BF2300D","SFL","SBUD","0624700","",""
529,93,"BF2300D","SFL","SINV0","0616976","",""
529,93,"BF2300D","SFL","SINV1","0616976","",""
529,93,"BF2300D","SFL","SINV2","0616976","",""
529,93,"BF2300D","SFL","SINV3","0615750","",""
529,93,"BF2300D","SFL","SINV4","0611664","",""
529,93,"BF2300D","SFL","SINV5","0653868","",""
529,93,"BF2300D","SFL","SRTOHLD","0028","",""
529,93,"BF2300D","SFL","STURN","0185","",""
529,94,"BF2300D","SFL","*KEY","F11","",""
529,94,"BF2300D","SFL","SBUD","0518800","",""
529,94,"BF2300D","SFL","SINV0","0541693","",""
529,94,"BF2300D","SFL","SINV1","0541693","",""
529,94,"BF2300D","SFL","SINV2","0541693","",""
529,94,"BF2300D","SFL","SINV3","0563086","",""
529,94,"BF2300D","SFL","SINV4","0562928","",""
529,94,"BF2300D","SFL","SINV5","0573419","",""
529,94,"BF2300D","SFL","SRTOHLD","0028","",""
529,94,"BF2300D","SFL","STURN","0183","",""
529,95,"BF2300D","SFL","*KEY","F11","",""
529,95,"BF2300D","SFL","SBUD","0637100","",""
529,95,"BF2300D","SFL","SINV0","0595614","",""
529,95,"BF2300D","SFL","SINV1","0595614","",""
529,95,"BF2300D","SFL","SINV2","0595614","",""
529,95,"BF2300D","SFL","SINV3","0584152","",""
529,95,"BF2300D","SFL","SINV4","0592639","",""
529,95,"BF2300D","SFL","SINV5","0600740","",""
529,95,"BF2300D","SFL","SRTOHLD","0029","",""
529,95,"BF2300D","SFL","STURN","0182","",""
529,96,"BF2300D","SFL","*KEY","F11","",""
529,96,"BF2300D","SFL","SBUD","0695300","",""
529,96,"BF2300D","SFL","SINV0","0667388","",""
529,96,"BF2300D","SFL","SINV1","0667388","",""
529,96,"BF2300D","SFL","SINV2","0667388","",""
529,96,"BF2300D","SFL","SINV3","0694108","",""
529,96,"BF2300D","SFL","SINV4","0667283","",""
529,96,"BF2300D","SFL","SINV5","0675022","",""
529,96,"BF2300D","SFL","SRTOHLD","0032","",""
529,96,"BF2300D","SFL","STURN","0162","",""
529,97,"BF2300D","SFL","*KEY","F11","",""
529,97,"BF2300D","SFL","SBUD","0538800","",""
529,97,"BF2300D","SFL","SINV0","0556903","",""
529,97,"BF2300D","SFL","SINV1","0556903","",""
529,97,"BF2300D","SFL","SINV2","0556903","",""
529,97,"BF2300D","SFL","SINV3","0565499","",""
529,97,"BF2300D","SFL","SINV4","0581405","",""
529,97,"BF2300D","SFL","SINV5","0633026","",""
529,97,"BF2300D","SFL","SRTOHLD","0034","",""
529,97,"BF2300D","SFL","STURN","0154","",""
529,98,"BF2300D","SFL","*KEY","F11","",""
529,98,"BF2300D","SFL","SBUD","0506500","",""
529,98,"BF2300D","SFL","SINV0","0524343","",""
529,98,"BF2300D","SFL","SINV1","0524343","",""
529,98,"BF2300D","SFL","SINV2","0524343","",""
529,98,"BF2300D","SFL","SINV3","0540067","",""
529,98,"BF2300D","SFL","SINV4","0527996","",""
529,98,"BF2300D","SFL","SINV5","0557896","",""
529,98,"BF2300D","SFL","SRTOHLD","0035","",""
529,98,"BF2300D","SFL","STURN","0148","",""
529,99,"BF2300D","SFL","*KEY","F11","",""
529,99,"BF2300D","SFL","SBUD","0482700","",""
529,99,"BF2300D","SFL","SINV0","0493149","",""
529,99,"BF2300D","SFL","SINV1","0493149","",""
529,99,"BF2300D","SFL","SINV2","0493149","",""
529,99,"BF2300D","SFL","SINV3","0446925","",""
529,99,"BF2300D","SFL","SINV4","0454534","",""
529,99,"BF2300D","SFL","SINV5","0479486","",""
529,99,"BF2300D","SFL","SRTOHLD","0036","",""
529,99,"BF2300D","SFL","STURN","0143","",""
529,100,"BF2300D","SFL","*KEY","F11","",""
529,100,"BF2300D","SFL","SBUD","0629800","",""
529,100,"BF2300D","SFL","SINV0","0629216","",""
529,100,"BF2300D","SFL","SINV1","0629216","",""
529,100,"BF2300D","SFL","SINV2","0629216","",""
529,100,"BF2300D","SFL","SINV3","0608434","",""
529,100,"BF2300D","SFL","SINV4","0605111","",""
529,100,"BF2300D","SFL","SINV5","0589705","",""
529,100,"BF2300D","SFL","SRTOHLD","0037","",""
529,100,"BF2300D","SFL","STURN","0139","",""
529,101,"BF2300D","SFL","*KEY","F11","",""
529,101,"BF2300D","SFL","SBUD","0688200","",""
529,101,"BF2300D","SFL","SINV0","0618108","",""
529,101,"BF2300D","SFL","SINV1","0618108","",""
529,101,"BF2300D","SFL","SINV2","0618108","",""
529,101,"BF2300D","SFL","SINV3","0545658","",""
529,101,"BF2300D","SFL","SINV4","0647189","",""
529,101,"BF2300D","SFL","SINV5","0610158","",""
529,101,"BF2300D","SFL","SRTOHLD","0039","",""
529,101,"BF2300D","SFL","STURN","0135","",""
529,102,"BF2300D","SFL","*KEY","F11","",""
529,102,"BF2300D","SFL","SBUD","0534000","",""
529,102,"BF2300D","SFL","SINV0","0601676","",""
529,102,"BF2300D","SFL","SINV1","0601676","",""
529,102,"BF2300D","SFL","SINV2","0601676","",""
529,102,"BF2300D","SFL","SINV3","0580010","",""
529,102,"BF2300D","SFL","SINV4","0580684","",""
529,102,"BF2300D","SFL","SINV5","0578486","",""
529,102,"BF2300D","SFL","SRTOHLD","0042","",""
529,102,"BF2300D","SFL","STURN","0125","",""
529,103,"BF2300D","SFL","*KEY","F11","",""
529,103,"BF2300D","SFL","SBUD","0458800","",""
529,103,"BF2300D","SFL","SINV0","0417998","",""
529,103,"BF2300D","SFL","SINV1","0417998","",""
529,103,"BF2300D","SFL","SINV2","0417998","",""
529,103,"BF2300D","SFL","SINV3","0458811","",""
529,103,"BF2300D","SFL","SINV4","0456805","",""
529,103,"BF2300D","SFL","SINV5","0476744","",""
529,103,"BF2300D","SFL","SRTOHLD","0046","",""
529,103,"BF2300D","SFL","STURN","0114","",""
529,104,"BF2300D","SFL","*KEY","F11","",""
529,104,"BF2300D","SFL","SBUD","0560200","",""
529,104,"BF2300D","SFL","SINV0","0551403","",""
529,104,"BF2300D","SFL","SINV1","0551403","",""
529,104,"BF2300D","SFL","SINV2","0551403","",""
529,104,"BF2300D","SFL","SINV3","0544813","",""
529,104,"BF2300D","SFL","SINV4","0577817","",""
529,104,"BF2300D","SFL","SINV5","0600511","",""
529,104,"BF2300D","SFL","SRTOHLD","0050","",""
529,104,"BF2300D","SFL","STURN","0104","",""
529,105,"BF2300D","SFL","*KEY","F11","",""
529,105,"BF2300D","SFL","SBUD","0529800","",""
529,105,"BF2300D","SFL","SINV0","0573251","",""
529,105,"BF2300D","SFL","SINV1","0573251","",""
529,105,"BF2300D","SFL","SINV2","0573251","",""
529,105,"BF2300D","SFL","SINV3","0576145","",""
529,105,"BF2300D","SFL","SINV4","0575609","",""
529,105,"BF2300D","SFL","SINV5","0576225","",""
529,105,"BF2300D","SFL","SRTOHLD","0051","",""
529,105,"BF2300D","SFL","STURN","0101","",""
529,106,"BF2300D","SFL","*KEY","F11","",""
529,106,"BF2300D","SFL","SBUD","0495700","",""
529,106,"BF2300D","SFL","SINV0","0452251","",""
529,106,"BF2300D","SFL","SINV1","0452251","",""
529,106,"BF2300D","SFL","SINV2","0452251","",""
529,106,"BF2300D","SFL","SINV3","0445304","",""
